web-scraper-order,web-scraper-start-url,Country,Country-href,State,State-href,City,City-href,LOCATIONS,Status,AQI-US,AQI-IN,PM25,PM10,Temp,Humid
"1681839542-275","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Fort Bliss","https://www.aqi.in/dashboard/united-states/texas/fort-bliss","Ascarate Park Se","GOOD","57","25","15","0","22","15"
"1681839545-276","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Eagle Pass","https://www.aqi.in/dashboard/united-states/texas/eagle-pass","Eagle Pass","GOOD","50","20","12","0","23","73"
"1681839549-277","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Denton","https://www.aqi.in/dashboard/united-states/texas/denton","Denton Airport South","GOOD","46","39","11","0","21","68"
"1681839553-278","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Corpus Christi","https://www.aqi.in/dashboard/united-states/texas/corpus-christi","Grant Park","GOOD","46","18","11","0","23","85"
"1681839556-279","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Conroe","https://www.aqi.in/dashboard/united-states/texas/conroe","Conroe Relocated","GOOD","50","34","12","0","20","81"
"1681839559-280","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Cedar Park","https://www.aqi.in/dashboard/united-states/texas/cedar-park","Austin Audubon Society","GOOD","19","21","0","0","17","99"
"1681839562-281","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Beaumont","https://www.aqi.in/dashboard/united-states/texas/beaumont","Hamshire","GOOD","38","41","9","0","14","72"
"1681839566-282","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Austin","https://www.aqi.in/dashboard/united-states/texas/austin","Austin Northwest","GOOD","46","27","11","0","7","53"
"1681839566-283","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Austin","https://www.aqi.in/dashboard/united-states/texas/austin","Zavala Elementary","GOOD","23","25","0","0","7","53"
"1681839569-284","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Arlington","https://www.aqi.in/dashboard/united-states/texas/arlington","Arlington Municipal Airport","GOOD","33","36","0","0","18","26"
"1681839572-285","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Texas","https://www.aqi.in/dashboard/united-states/texas","Aldine","https://www.aqi.in/dashboard/united-states/texas/aldine","Houston Aldine","GOOD","46","23","11","0","21","78"
"1681839579-286","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Nashville","https://www.aqi.in/dashboard/united-states/tennessee/nashville","Lockland","GOOD","29","12","7","0","24","26"
"1681839582-287","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Loudon","https://www.aqi.in/dashboard/united-states/tennessee/loudon","Loudonms","GOOD","50","45","12","0","11","54"
"1681839585-288","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Lawrenceburg","https://www.aqi.in/dashboard/united-states/tennessee/lawrenceburg","Loretto","GOOD","50","20","12","0","21","28"
"1681839588-289","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Jackson","https://www.aqi.in/dashboard/united-states/tennessee/jackson","Jackson","GOOD","33","13","8","0","17","46"
"1681839588-290","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Jackson","https://www.aqi.in/dashboard/united-states/tennessee/jackson","Jackson Ncore","GOOD","33","36","8","23","23","35"
"1681839591-291","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Hendersonville","https://www.aqi.in/dashboard/united-states/tennessee/hendersonville","Hville","GOOD","44","47","8","0","24","26"
"1681839593-292","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Harriman","https://www.aqi.in/dashboard/united-states/tennessee/harriman","Harriman","GOOD","21","8","5","0","20","28"
"1681839596-293","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Eagleton Village","https://www.aqi.in/dashboard/united-states/tennessee/eagleton-village","Maryvill","GOOD","25","10","6","0","18","34"
"1681839601-294","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Dyersburg","https://www.aqi.in/dashboard/united-states/tennessee/dyersburg","Dyerteom","GOOD","38","15","9","0","19","43"
"1681839604-295","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Cookeville","https://www.aqi.in/dashboard/united-states/tennessee/cookeville","Cookeville","GOOD","38","16","9","0","18","32"
"1681839607-296","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Columbia","https://www.aqi.in/dashboard/united-states/tennessee/columbia","Columbia","GOOD","29","12","7","0","11","44"
"1681839611-297","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Clarksville","https://www.aqi.in/dashboard/united-states/tennessee/clarksville","Clarksville","GOOD","29","12","7","0","11","50"
"1681839611-298","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Clarksville","https://www.aqi.in/dashboard/united-states/tennessee/clarksville","Jeffersonville Bates Bowyer Av","GOOD","46","18","11","0","9","54"
"1681839614-299","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Chattanooga","https://www.aqi.in/dashboard/united-states/tennessee/chattanooga","Riverside","GOOD","25","11","6","0","22","27"
"1681839617-300","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Tennessee","https://www.aqi.in/dashboard/united-states/tennessee","Athens","https://www.aqi.in/dashboard/united-states/tennessee/athens","Aristotelous","GOOD","46","18","11","15","17","59"
"1681839624-301","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","South Dakota","https://www.aqi.in/dashboard/united-states/south-dakota","Watertown","https://www.aqi.in/dashboard/united-states/south-dakota/watertown","Watertown","MODERATE","68","89","10","89","7","43"
"1681839626-302","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","South Dakota","https://www.aqi.in/dashboard/united-states/south-dakota","Rapid City","https://www.aqi.in/dashboard/united-states/south-dakota/rapid-city","Credit Union","MODERATE","56","65","9","65","9","50"
"1681839631-303","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","South Dakota","https://www.aqi.in/dashboard/united-states/south-dakota","Pierre","https://www.aqi.in/dashboard/united-states/south-dakota/pierre","Pierre","GOOD","13","5","3","0","7","47"
"1681839635-304","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","South Dakota","https://www.aqi.in/dashboard/united-states/south-dakota","Brookings","https://www.aqi.in/dashboard/united-states/south-dakota/brookings","Research Farm","GOOD","35","38","6","24","3","97"
"1681839640-305","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","South Dakota","https://www.aqi.in/dashboard/united-states/south-dakota","Box Elder","https://www.aqi.in/dashboard/united-states/south-dakota/box-elder","Badlands","GOOD","61","39","17","30","12","42"
"1681839648-306","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","South Carolina","https://www.aqi.in/dashboard/united-states/south-carolina","Parker","https://www.aqi.in/dashboard/united-states/south-carolina/parker","Greenville Esc","GOOD","25","18","6","18","21","26"
"1681839651-307","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","South Carolina","https://www.aqi.in/dashboard/united-states/south-carolina","Mount Pleasant","https://www.aqi.in/dashboard/united-states/south-carolina/mount-pleasant","Cape Romain","GOOD","33","36","7","0","22","33"
"1681839654-308","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","South Carolina","https://www.aqi.in/dashboard/united-states/south-carolina","Cheraw","https://www.aqi.in/dashboard/united-states/south-carolina/cheraw","Chesterfield","GOOD","42","45","6","0","24","18"
"1681839659-309","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Rhode Island","https://www.aqi.in/dashboard/united-states/rhode-island","West Greenwich","https://www.aqi.in/dashboard/united-states/rhode-island/west-greenwich","W Greenwich","GOOD","34","37","3","0","13","40"
"1681839662-310","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Rhode Island","https://www.aqi.in/dashboard/united-states/rhode-island","Providence","https://www.aqi.in/dashboard/united-states/rhode-island/providence","Ccri Providence","GOOD","21","8","5","0","13","40"
"1681839665-311","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Rhode Island","https://www.aqi.in/dashboard/united-states/rhode-island","Jamestown","https://www.aqi.in/dashboard/united-states/rhode-island/jamestown","Narragansett","GOOD","38","41","3","0","5","60"
"1681839671-312","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Uniontown","https://www.aqi.in/dashboard/united-states/pennsylvania/uniontown","Uniontown","GOOD","38","41","7","0","10","44"
"1681839674-313","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Steelton","https://www.aqi.in/dashboard/united-states/pennsylvania/steelton","Harrisburg","GOOD","29","3","7","5","11","48"
"1681839677-314","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Sharon","https://www.aqi.in/dashboard/united-states/pennsylvania/sharon","Farrell","GOOD","29","31","3","5","3","64"
"1681839680-315","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Northwest Harborcreek","https://www.aqi.in/dashboard/united-states/pennsylvania/northwest-harborcreek","Erie","GOOD","22","5","3","4","3","70"
"1681839683-316","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","New London","https://www.aqi.in/dashboard/united-states/pennsylvania/new-london","Fair Hill","GOOD","42","45","4","0","12","50"
"1681839685-317","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","New Castle","https://www.aqi.in/dashboard/united-states/pennsylvania/new-castle","New Castle","GOOD","30","32","4","5","18","28"
"1681839689-318","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","New Brighton","https://www.aqi.in/dashboard/united-states/pennsylvania/new-brighton","Beaver Falls","GOOD","27","7","4","5","8","36"
"1681839691-319","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Loyalsock","https://www.aqi.in/dashboard/united-states/pennsylvania/loyalsock","Montoursville","GOOD","30","32","0","0","9","49"
"1681839694-320","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Lebanon","https://www.aqi.in/dashboard/united-states/pennsylvania/lebanon","Lebanon","GOOD","28","30","1","0","11","54"
"1681839694-321","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Lebanon","https://www.aqi.in/dashboard/united-states/pennsylvania/lebanon","Lebanon","GOOD","39","42","7","0","11","54"
"1681839694-322","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Lebanon","https://www.aqi.in/dashboard/united-states/pennsylvania/lebanon","Lebanon","GOOD","29","30","7","5","11","52"
"1681839697-323","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Lancaster","https://www.aqi.in/dashboard/united-states/pennsylvania/lancaster","Lancaster","GOOD","42","17","10","15","11","56"
"1681839700-324","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Clairton","https://www.aqi.in/dashboard/united-states/pennsylvania/clairton","Glassport High Street","GOOD","33","36","6","0","4","62"
"1681839703-325","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Pennsylvania","https://www.aqi.in/dashboard/united-states/pennsylvania","Altoona","https://www.aqi.in/dashboard/united-states/pennsylvania/altoona","Altoona","GOOD","33","30","8","0","4","62"
"1681839710-326","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Oregon","https://www.aqi.in/dashboard/united-states/oregon","Tualatin","https://www.aqi.in/dashboard/united-states/oregon/tualatin","Tualatin I 5 Roadway","GOOD","29","31","3","0","5","79"
"1681839713-327","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Oregon","https://www.aqi.in/dashboard/united-states/oregon","The Dalles","https://www.aqi.in/dashboard/united-states/oregon/the-dalles","The Dalles","GOOD","13","4","3","0","7","60"
"1681839716-328","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Oregon","https://www.aqi.in/dashboard/united-states/oregon","Redmond","https://www.aqi.in/dashboard/united-states/oregon/redmond","Sisters","GOOD","8","3","2","0","4","86"
"1681839718-329","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Oregon","https://www.aqi.in/dashboard/united-states/oregon","Prineville","https://www.aqi.in/dashboard/united-states/oregon/prineville","Prineville","GOOD","4","2","1","0","-4","78"
"1681839722-330","https://www.aqi.in/","United States","https://www.aqi.in/dashboard/united-states","Oregon","https://www.aqi.in/dashboard/united-states/oregon","Pendleton","https://www.aqi.in/dashboard/united-states/oregon/pendleton","Pendleton","GOOD","4","2","1","0","6","55"
